News Channel,News Time,News text,Sentiment,Tweet Ago,Tweet ID,neg,neutral,pos
@CBSNews,2018-07-16 09:39:44+00:00,Trump-Putin meeting: @CBSThisMorning co-anchor @NorahODonnell reports that the tone being pushed by President Trump… https://t.co/IDylw1NdBP,0.0,34,1018792288212877313,0.0,1.0,0.0
@CBSNews,2018-07-16 09:33:03+00:00,Meal delivery apps changing dining industry? https://t.co/M13P48K3NQ https://t.co/JH9hrNR7Cp,0.0,35,1018790607207190528,0.0,1.0,0.0
@CBSNews,2018-07-16 09:24:02+00:00,"All eyes on Helsinki as Trump, Putin prepare to meet  -- live updates https://t.co/bhekJyzQ18 https://t.co/CjgusiKPTw",0.0,36,1018788336000004097,0.0,1.0,0.0
@CBSNews,2018-07-16 09:18:04+00:00,Chicago police clash with angry residents after deadly shooting https://t.co/yaVT9CONg0 https://t.co/R15B8K3MOc,-0.5106,37,1018786834531397632,0.248,0.752,0.0
@CBSNews,2018-07-16 09:16:06+00:00,Barack Obama in Kenya for 1st time post-presidency https://t.co/P6Lpso3NtP https://t.co/Q6zf9MgAgT,0.0,38,1018786341100965889,0.0,1.0,0.0
@CBSNews,2018-07-16 09:10:34+00:00,"Wildfire could become ""major threat"" to Yosemite, scientist says https://t.co/qMA6bWky3B https://t.co/kSlKvBV1jd",-0.5267,39,1018784950240399361,0.254,0.746,0.0
@CBSNews,2018-07-16 09:03:03+00:00,"ISIS claimed responsibililty after a suicide bomb killed 132 people in Balochistand, Pakistan… https://t.co/6wQyVMUL7P",-0.9217,40,1018783058806431744,0.55,0.45,0.0
@CBSNews,2018-07-16 08:48:05+00:00,"Weymouth cop, woman shot dead by suspect who allegedly took officer's gun https://t.co/gReZoU6lKs https://t.co/11n1Ry0Ylt",-0.836,41,1018779288856940544,0.447,0.553,0.0
@CBSNews,2018-07-16 08:41:45+00:00,"Jaguar escapes, kills 6 animals at New Orleans zoo https://t.co/eHLUiYw2yI https://t.co/q086pawuz4",-0.4588,42,1018777696568999936,0.269,0.615,0.115
@CBSNews,2018-07-16 08:32:05+00:00,"Elon Musk calls caver who helped in Thailand rescue a ""pedo"" https://t.co/ixkgeaVy3J https://t.co/r8XSQHJl3F",0.5106,43,1018775262706700288,0.0,0.769,0.231
@CBSNews,2018-07-16 08:18:04+00:00,New film portrays social media as the scourge of adolescence https://t.co/NyM1rbACr4 https://t.co/835z1wzmW4,0.0,44,1018771738350510080,0.0,1.0,0.0
@CBSNews,2018-07-16 08:03:04+00:00,Pres. Trump faces pressure from both sides of the aisle on how to approach the summit with Vladimir Putin… https://t.co/ys5Sdy0yzK,-0.296,45,1018767962684231680,0.104,0.896,0.0
@CBSNews,2018-07-16 07:48:04+00:00,The art of globe making https://t.co/eilLN1W9NJ https://t.co/zvBQGgLd3k,0.0,46,1018764186753650688,0.0,1.0,0.0
@CBSNews,2018-07-16 07:33:04+00:00,A look at the history of 'The Killers' https://t.co/E0j2nK08dh https://t.co/IGoCF6yT7z,-0.6486,47,1018760410856648704,0.35,0.65,0.0
@CBSNews,2018-07-16 07:18:03+00:00,Passage: Tab Hunter and Nancy Sinatra https://t.co/fXPhZdyXWs https://t.co/SHWjq3DeRK,0.0,48,1018756633877532672,0.0,1.0,0.0
@CBSNews,2018-07-16 07:03:03+00:00,Serena Williams loses Wimbledon tennis final https://t.co/YOXlQlh4jN https://t.co/32ahH838HS,-0.3182,49,1018752858869698560,0.247,0.753,0.0
@CBSNews,2018-07-16 06:48:03+00:00,Almanac: The Gianni Versace murder https://t.co/6AE2H7F5W3 https://t.co/CGkzzI87XZ,-0.6908,50,1018749083350126592,0.439,0.561,0.0
@CBSNews,2018-07-16 06:33:03+00:00,New film explores generation of smart phone users known as 'iGen' https://t.co/575mg96sDn https://t.co/fK6BZzkAaQ,0.4019,51,1018745308522713088,0.0,0.816,0.184
@CBSNews,2018-07-16 06:18:05+00:00,"John Cynn claims World Series of Poker title, winning $8.8 million https://t.co/w4NU4j3hmg https://t.co/r6dzX245tB",0.5267,52,1018741541425344512,0.0,0.779,0.221
@CBSNews,2018-07-16 06:03:03+00:00,Janine Booth's recipes for Southern comfort https://t.co/WavgiDsgzi https://t.co/CiJpYzco64,0.3612,53,1018737758850953217,0.0,0.737,0.263
@CBSNews,2018-07-16 05:56:07+00:00,Woman survives a week after driving off California cliff https://t.co/A2Ys9LOvA9 https://t.co/jwf0UqX13s,0.0,54,1018736012170756097,0.0,1.0,0.0
@CBSNews,2018-07-16 05:48:03+00:00,CBS News' Jeff Glor interviews President Trump in Scotland ahead of Putin meeting https://t.co/HhZVMjc8hv https://t.co/9hSPYMlStc,0.0,55,1018733983406940160,0.0,1.0,0.0
@CBSNews,2018-07-16 05:33:04+00:00,Western allies plan White Helmets evacuation from Syria https://t.co/1D0IVoe2t3 https://t.co/yzXxurdRIh,0.0,56,1018730212186640384,0.0,1.0,0.0
@CBSNews,2018-07-16 05:18:03+00:00,"Novak Djokovic wins 4th fourth Wimbledon champion, 13th career major https://t.co/wd0Am6T31O https://t.co/MT96H7axOr",0.8225,57,1018726435803025408,0.0,0.568,0.432
@CBSNews,2018-07-16 05:03:03+00:00,Nature up close: What's in a number? https://t.co/1sbqG5BUFx https://t.co/4T42pao6os,0.0772,58,1018722657850855424,0.0,0.843,0.157
@CBSNews,2018-07-16 04:48:03+00:00,Chicago police clash with angry residents after deadly shooting https://t.co/HfNWlH1if0 https://t.co/EU2PFxgvDb,-0.5106,59,1018718884797599754,0.248,0.752,0.0
@CBSNews,2018-07-16 04:33:04+00:00,Trump gets mixed reception during Scotland visit https://t.co/d5TohxkuWW https://t.co/2Hez306XJe,0.0,60,1018715113971441664,0.0,1.0,0.0
@CBSNews,2018-07-16 04:18:04+00:00,"Weymouth cop, woman shot dead by suspect who allegedly took officer's gun https://t.co/XxeTjMbWxd https://t.co/aOzSLMtEQ5",-0.836,61,1018711338665857025,0.447,0.553,0.0
@CBSNews,2018-07-16 04:03:53+00:00,Thai soccer team mourns former Navy SEAL who died during rescue mission https://t.co/tGw96IsqDD https://t.co/elvXY5NKAV,-0.5719,62,1018707768373600256,0.329,0.516,0.155
@CBSNews,2018-07-16 04:03:04+00:00,Spectacle or substance? World awaits details from Trump-Putin summit https://t.co/jL6RVbFcwU https://t.co/d4Zmcz1hFA,0.0772,63,1018707563150565377,0.0,0.885,0.115
@CBSNews,2018-07-16 03:48:03+00:00,New film portrays social media as the scourge of adolescence https://t.co/k4DUfwC2le https://t.co/WzMkwTv8nT,0.0,64,1018703786053963776,0.0,1.0,0.0
@CBSNews,2018-07-16 03:42:24+00:00,"Full transcript: ""Face the Nation"" on July 15, 2018 https://t.co/z8votj1sTm https://t.co/EnHrnWnmAU",0.0,65,1018702361282465792,0.0,1.0,0.0
@CBSNews,2018-07-16 03:32:04+00:00,CVS apologizes after white manager calls cops on black customer https://t.co/Mu8KqYYXus https://t.co/hExwhZu62B,0.3612,66,1018699762005086208,0.0,0.815,0.185
@CBSNews,2018-07-16 03:18:03+00:00,The art of globe making https://t.co/UQ5HN1Uu5x https://t.co/nbbC6q5WnG,0.0,67,1018696236344512513,0.0,1.0,0.0
@CBSNews,2018-07-16 03:14:34+00:00,"""This is definitely one of the worst accidents I've seen in my career"": Bus crash on New Mexico highway leaves 3 de… https://t.co/WKM7qrFHHg",-0.7506,68,1018695356748632064,0.305,0.604,0.091
@CBSNews,2018-07-16 02:59:43+00:00,Does that leaf look familiar?: Pranksters plant marijuana in city's flower pots and city workers have been watering… https://t.co/hB8bGuDys7,0.0,69,1018691619044945920,0.0,1.0,0.0
@CBSNews,2018-07-16 02:44:39+00:00,Pussy Riot charged after on-field protest delays World Cup Final https://t.co/bNKMUXwGbD https://t.co/LnVdsfOe0X,-0.7506,70,1018687827662589952,0.451,0.549,0.0
@CBSNews,2018-07-16 02:25:01+00:00,"A Florida family was watching a dog while its owner was on vacation. Then, it attacked their 6-year-old daughter, l… https://t.co/dTVxWRqS8c",-0.4588,71,1018682888504651777,0.143,0.857,0.0
@CBSNews,2018-07-16 02:04:52+00:00,Wildfire shuts down key route to Yosemite National Park https://t.co/NlpADxhTJ3 https://t.co/zDeQi7bMom,0.0,72,1018677817943429120,0.0,1.0,0.0
@CBSNews,2018-07-16 01:47:32+00:00,"""I think I would prefer to be the first Alma than to be the second Mozart"": For musical prodigy Alma Deutscher, mak… https://t.co/o3bodPfnSh",0.0,73,1018673454822952960,0.0,1.0,0.0
@CBSNews,2018-07-16 01:24:51+00:00,"Seaweed, something often thought of as a nuisance, may just be a new source of food, jobs and cleaner ocean waters.… https://t.co/hCZLum6mME",0.1779,74,1018667748082307074,0.0,0.918,0.082
@CBSNews,2018-07-16 01:04:31+00:00,The Killers' Brandon Flowers: Swagger and faith https://t.co/9gQtGq6NJ0 https://t.co/UeLTprgePL,-0.3612,75,1018662628107997184,0.305,0.496,0.199
@CBSNews,2018-07-16 00:44:38+00:00,"""Eighth Grade"" star Elsie Fisher: Social media has ""made me more anxious"" https://t.co/BjOWGCHxiJ https://t.co/Lvs7s7XZ5e",-0.3167,76,1018657627981656064,0.15,0.85,0.0
@CBSNews,2018-07-16 00:24:50+00:00,60 Minutes: The history and future of Confederate monuments https://t.co/q8od2YiOjm https://t.co/Bw8dEpkkUq,0.0,77,1018652643928002561,0.0,1.0,0.0
@CBSNews,2018-07-16 00:04:41+00:00,Chicago police release video of deadly shooting amid violent protests in the city https://t.co/HLG1I3oMmd https://t.co/BLkDMKX2Y6,-0.7003,78,1018647571819089922,0.309,0.691,0.0
@CBSNews,2018-07-15 23:44:56+00:00,Former NHL goalie Ray Emery drowns in his hometown https://t.co/PtBwvgobcv https://t.co/J11Uh8ZFDp,-0.4939,79,1018642602759946240,0.242,0.758,0.0
@CBSNews,2018-07-15 23:25:01+00:00,Suspect in shooting of 3 Kansas City cops dies in standoff Sunday https://t.co/7pgS3EX3NL https://t.co/1DGSvLLUBw,-0.296,80,1018637590893940736,0.155,0.845,0.0
@CBSNews,2018-07-15 23:05:02+00:00,Russian feminist protest group Pussy Riot halts the World Cup Final by running onto the field in police uniforms in… https://t.co/0uemgpbdXT,-0.6808,81,1018632561596256257,0.228,0.772,0.0
@CBSNews,2018-07-15 22:44:37+00:00,A Massachusetts police officer and bystander have died from wounds sustained when a suspect allegedly took the offi… https://t.co/KZSgFjL9Fp,-0.7003,82,1018627423032823809,0.279,0.721,0.0
@CBSNews,2018-07-15 22:25:03+00:00,"""Tell us where we can pick up the 25 Russians that tried to interfere with the fundamentals of our democracy"": Sen.… https://t.co/SEt1j8c4SL",0.0,83,1018622500123574272,0.0,1.0,0.0
@CBSNews,2018-07-15 22:04:47+00:00,"With rising global populations and limited space to expand agriculture on land, fishermen, scientists and foodies a… https://t.co/Im8usqtG2A",0.1027,84,1018617397832507393,0.094,0.792,0.114
@CBSNews,2018-07-15 21:44:48+00:00,President Trump's one-on-one meeting with Russian President Vladimir Putin is scheduled to last about a half hour.… https://t.co/ICB31hOOwC,0.0,85,1018612371160477700,0.0,1.0,0.0
@CBSNews,2018-07-15 21:24:34+00:00,"Former NHL goaltender Ray Emery has drowned in his hometown of Hamilton, Ontario https://t.co/Hrm7xJ7hND https://t.co/i1FqbbbxRH",-0.5994,86,1018607275987136512,0.218,0.782,0.0
@CBSNews,2018-07-15 21:04:48+00:00,"Tonight, a 13-year-old musical prodigy whose talent is so immense it seems she was born with it. @scottpelley repor… https://t.co/0Etv8FQdpv",0.4215,87,1018602304767954945,0.0,0.865,0.135
@CBSNews,2018-07-15 20:44:34+00:00,"Brandon Flowers refers to himself as a ""glorified Elvis impersonator."" The Killers' latest album blends the glitz a… https://t.co/yQWgJaELrq",-0.25,88,1018597211486253058,0.182,0.678,0.14
@CBSNews,2018-07-15 20:34:35+00:00,A woman who vanished last week in California has been found after her Jeep went over a cliff near Big Sur… https://t.co/dblmJJqD6N,0.0,89,1018594700578705408,0.0,1.0,0.0
@CBSNews,2018-07-15 20:25:13+00:00,CONGRATS FRANCE! Fans are celebrating the team's second title after defeating Croatia in the #WorldCupFinal.… https://t.co/Lfqof589Jm,0.7597,90,1018592342138290179,0.11,0.548,0.342
@CBSNews,2018-07-15 20:04:50+00:00,"Tonight on @60Minutes, former New Orleans mayor Mitch Landrieu tells Anderson Cooper why he feels monuments to the… https://t.co/vEmBz9Vgcl",0.0,91,1018587210747207680,0.0,1.0,0.0
@CBSNews,2018-07-15 19:44:35+00:00,"More than 30 Ryanair passengers were taken to the hospital, some with bleeding in their ears after their plane lost… https://t.co/QmQqFX6NTQ",0.0,92,1018582117662502912,0.0,1.0,0.0
@CBSNews,2018-07-15 19:24:39+00:00,Jennifer Garner talks about her all-natural baby food company and the un-natural influence of the tabloid press (vi… https://t.co/B4DW9SPL1q,0.0,93,1018577101472043010,0.0,1.0,0.0
@CBSNews,2018-07-15 19:04:54+00:00,"Three people dead, 22 injured in crash involving a passenger bus and three other vehicles on a highway in New Mexic… https://t.co/JNCie0dQTb",-0.8658,94,1018572131037261826,0.363,0.637,0.0
@CBSNews,2018-07-15 18:44:52+00:00,Body camera video shows Georgia officers laughing as they use a coin-flip app to decide whether to detain a woman d… https://t.co/i2JDsu5ETP,0.1027,95,1018567088745648129,0.117,0.75,0.133
@CBSNews,2018-07-15 18:30:49+00:00,"@CBSNews For Rep. Gowdy’s full interview on @FaceTheNation, visit this link: https://t.co/avoXDdIiug",0.0,96,1018563551663935489,0.0,1.0,0.0
@CBSNews,2018-07-15 18:25:00+00:00,"""The loss, I have to take the responsibility for that."" @repjoecrowley reflects on stunning loss to political newco… https://t.co/vjRg7IRmbD",-0.25,97,1018562089013710853,0.207,0.676,0.117
@CBSNews,2018-07-15 18:09:46+00:00,NOW: President Trump arrives in Helsinki to meet with Russian President Vladimir Putin https://t.co/gwDuxMagwA https://t.co/sVcOVQxfG5,0.0,98,1018558255423991809,0.0,1.0,0.0
@CBSNews,2018-07-15 18:05:42+00:00,Finland's place as a European nation bordering Russia makes it a historic meeting place for the East and the West.… https://t.co/mx4fjn9RQ0,0.0,99,1018557233129500672,0.0,1.0,0.0
@CBSNews,2018-07-15 17:44:40+00:00,"Rep. Cornyn (R-TX) says President Trump appears to be ""conflating"" probe into Russian meddling with investigation o… https://t.co/xykoz0QPz5",0.0,100,1018551936776310789,0.0,1.0,0.0
@CNN,2018-07-15 17:30:14+00:00,Serena Williams sends a message to mothers after Wimbledon loss https://t.co/A2GS0uB9QD https://t.co/FJC0APJUuZ,-0.3182,1,1018548307143090176,0.187,0.813,0.0
@CNN,2018-07-15 17:15:07+00:00,Why President Trump is the distraction Russian President Vladimir Putin needs https://t.co/sZ84yjZi9P | Analysis by… https://t.co/T8UD95PCx0,-0.3818,2,1018544501600804865,0.157,0.843,0.0
@CNN,2018-07-15 17:00:07+00:00,France wins the World Cup for the second time — overcoming Croatia in the highest-scoring final since 1966… https://t.co/8YXlU5mVBz,0.5719,3,1018540726286782469,0.0,0.821,0.179
@CNN,2018-07-15 16:45:07+00:00,Why Kenyans are supporting Croatia in the World Cup final https://t.co/Q4oSqU1Vuu https://t.co/xCWF1nYhTM,0.4404,4,1018536953459953664,0.0,0.791,0.209
@CNN,2018-07-15 16:30:15+00:00,Two killed in Nicaragua during attack on university and church https://t.co/PaYVsdm9KS https://t.co/SwlWMkstou,-0.8225,5,1018533209703936002,0.432,0.568,0.0
@CNN,2018-07-15 16:15:05+00:00,"President Trump named the European Union, Russia and China as foes to the US, saying the EU has ""taken advantage of… https://t.co/4oulaFDK1l",-0.25,6,1018529393222782976,0.12,0.8,0.08
@CNN,2018-07-15 16:00:07+00:00,A federal judge has blasted a declaration from a senior official at the Department of Health and Human Services who… https://t.co/b3x294IZlX,0.0,7,1018525628985901056,0.0,1.0,0.0
@CNN,2018-07-15 15:45:04+00:00,"Plagued by injury in recent years, Novak Djokovic cruised to his fourth Wimbledon title after defeating Kevin Ander… https://t.co/J0escZAiLM",-0.6597,8,1018521841638535169,0.241,0.759,0.0
@CNN,2018-07-15 15:30:11+00:00,"Why Google built an artificial intelligence lab in Accra, Ghana https://t.co/PpsPZbGGzK https://t.co/O89bbVpR7m",0.4767,9,1018518095244099589,0.0,0.78,0.22
@CNN,2018-07-15 15:23:46+00:00,Will Uber's CEO still be able to save the brand's image? https://t.co/j0XtnyTXiA https://t.co/3krHUSBgw9,0.4939,10,1018516479006867456,0.0,0.789,0.211
@CNN,2018-07-15 15:00:12+00:00,How do you remember the legacy of President George W. Bush? See how the challenges he faced defined a decade in a n… https://t.co/erBUPxttCA,0.0772,11,1018510550588936192,0.0,0.942,0.058
@CNN,2018-07-15 14:30:13+00:00,"From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy H… https://t.co/o5cQhyMSbh",0.7096,12,1018503005321224194,0.0,0.772,0.228
@CNN,2018-07-15 14:02:56+00:00,RT @CNNPolitics: CNN’s Jake Tapper explains that State of the Union invited and confirmed national security adviser John Bolton to come on…,0.34,13,1018496139056832512,0.0,0.897,0.103
@CNN,2018-07-15 14:01:07+00:00,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/XIwMrwYDRI",0.0,14,1018495679579160577,0.0,1.0,0.0
@CNN,2018-07-15 13:31:00+00:00,It's not always easy going green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/esLhD2m3O2,-0.3412,15,1018488100325031937,0.131,0.869,0.0
@CNN,2018-07-15 13:08:47+00:00,"Rep. Adam Schiff explains why he's calling for the Trump-Putin summit to be canceled: ""We don't need to ask Putin w… https://t.co/BJMF86EU5T",0.0,16,1018482510488010752,0.0,1.0,0.0
@CNN,2018-07-15 13:01:08+00:00,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/OViiP8HzGJ,-0.5423,17,1018480583192825856,0.211,0.717,0.072
@CNN,2018-07-15 12:31:00+00:00,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/4PnjN5f34l,0.0,18,1018473001111773184,0.0,1.0,0.0
@CNN,2018-07-15 12:01:05+00:00,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/BBsCczJSWb",-0.5423,19,1018465473510375426,0.2,0.8,0.0
@CNN,2018-07-15 11:31:00+00:00,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/GAOMaokzQl,0.7351,20,1018457901151629312,0.0,0.744,0.256
@CNN,2018-07-15 11:01:47+00:00,"Hawaii has become the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat, C… https://t.co/eAWmWt80j4",-0.7964,21,1018450547643441152,0.244,0.756,0.0
@CNN,2018-07-15 10:31:00+00:00,There is now only one Blockbuster store left in the United States https://t.co/eVtGl3oeEq https://t.co/3txr2d7UAq,0.7717,22,1018442802273964033,0.0,0.642,0.358
@CNN,2018-07-15 10:01:42+00:00,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/l2X1AgX158,-0.5267,23,1018435428372893696,0.159,0.841,0.0
@CNN,2018-07-15 09:31:00+00:00,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mR7je3dMgD",-0.34,24,1018427702137839616,0.18,0.738,0.082
@CNN,2018-07-15 09:00:05+00:00,"Democrats are releasing way more polls than Republicans. Here's what that could mean. https://t.co/50z1LGik2t | 
An… https://t.co/n5VcrRBw06",0.0,25,1018419922202955776,0.0,1.0,0.0
@CNN,2018-07-15 08:31:00+00:00,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/SKiVeXW9mo,0.4215,26,1018412602467074049,0.0,0.851,0.149
@CNN,2018-07-15 08:00:05+00:00,Twitter suspends 2 accounts linked to Russian intelligence after hacking indictment https://t.co/wHdsGD7mig https://t.co/QEJtP2DHiR,0.4767,27,1018404824222662658,0.0,0.78,0.22
@CNN,2018-07-15 07:31:00+00:00,"For the first time, scientists have been able to trace the origins of a ghostly subatomic particle that traveled 3.… https://t.co/PmnXztGKBg",0.0,28,1018397503132176385,0.0,1.0,0.0
@CNN,2018-07-15 07:00:08+00:00,Georgia woman arrested after cop appears to use coin flip app https://t.co/4yXyMQeLuK https://t.co/Q6w6m88yJx,-0.4767,29,1018389738116583424,0.205,0.795,0.0
@CNN,2018-07-15 06:31:00+00:00,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ByTYP3Cl3n",0.0,30,1018382403746828293,0.0,1.0,0.0
@CNN,2018-07-15 06:00:07+00:00,"Democratic Rep. Joyce Beatty dances to Drake's ""In My Feelings"" to promote millennial voting https://t.co/LkF2rbZ8Lm https://t.co/ggWr7B6m7j",0.3818,31,1018374631177244672,0.0,0.852,0.148
@CNN,2018-07-15 05:31:00+00:00,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/E9ZgNpC9nc",0.0,32,1018367304134942721,0.0,1.0,0.0
@CNN,2018-07-15 05:18:14+00:00,Protesters chanted and threw rocks at Chicago police after an officer shot and killed a man in the city's South Sid… https://t.co/LdeQEteIPM,-0.7506,33,1018364092426391552,0.252,0.748,0.0
@CNN,2018-07-15 05:00:09+00:00,How innovation helped save Detroit https://t.co/wb4xo6rauh https://t.co/ksAK3i5brH,0.7003,34,1018359540243402752,0.0,0.463,0.537
@CNN,2018-07-15 04:31:00+00:00,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/S2bC3f2grk,0.1779,35,1018352204669784064,0.0,0.928,0.072
@CNN,2018-07-15 04:00:20+00:00,Jean-Eric Vergne clinches Formula E title for France on Bastille Day https://t.co/pWLjjyntLm https://t.co/GcB98VZj4x,0.0,36,1018344486160814080,0.0,1.0,0.0
@CNN,2018-07-15 03:30:10+00:00,The Trumps are spending the weekend at the President's golf resort in Scotland as UK protests continue… https://t.co/zKBcnxR6J0,-0.2263,37,1018336895540105218,0.101,0.899,0.0
@CNN,2018-07-15 03:00:14+00:00,"Sandra Oh's Emmy nomination represents a new wave in Hollywood, writes Jeff Yang for @CNNOpinion… https://t.co/Uz55Lf7SlH",0.0,38,1018329363446681601,0.0,1.0,0.0
@CNN,2018-07-15 02:30:04+00:00,Where is President Trump's Emmy nomination? https://t.co/mtWdel049f (via @CNNOpinion) https://t.co/y0VkQar9vs,0.0,39,1018321771706056704,0.0,1.0,0.0
@CNN,2018-07-15 02:00:05+00:00,Homeland Security Secretary Kirstjen Nielsen warns state officials that the threat from Russia targeting US electio… https://t.co/fnjed90PF5,-0.34,40,1018314225989685248,0.226,0.66,0.113
@CNN,2018-07-15 01:30:17+00:00,What do you remember about the time of 9/11? See how George W. Bush harnessed the mood of the nation in #2000sCNN t… https://t.co/j2lYKLwaKQ,0.0,41,1018306727861800960,0.0,1.0,0.0
@CNN,2018-07-15 01:00:08+00:00,"NY Gov. Andrew Cuomo calls the Trump administration's spending to detain immigrant children ""shocking and irrespons… https://t.co/l8Y8t1VLwo",-0.6705,42,1018299137975029761,0.268,0.732,0.0
@CNN,2018-07-15 00:30:12+00:00,"From the Supreme Court to Russian indictments, relive this week in politics https://t.co/fFYGdL1CJW https://t.co/rCRbcCSdDx",0.5574,43,1018291606745739266,0.0,0.783,0.217
@CNN,2018-07-15 00:00:04+00:00,Police departments across the country participate in the latest lip sync challenge https://t.co/R91Sp68qJU https://t.co/etNx934TMu,0.0772,44,1018284024777924610,0.0,0.909,0.091
@CNN,2018-07-14 23:30:08+00:00,"It used to be mindless entertainment. Now, reality television is a dominant force in American politics. How did tha… https://t.co/inyX7hocjS",-0.0258,45,1018276491015196673,0.128,0.749,0.123
@CNN,2018-07-14 23:00:05+00:00,"Gay men, adulterers publicly flogged in Indonesia https://t.co/7iV8SqScm7 https://t.co/y2ApR0iSoR",0.0,46,1018268927246422021,0.0,1.0,0.0
@CNN,2018-07-14 22:30:07+00:00,Man posing as rideshare driver accused of serial rape in San Francisco https://t.co/a5ZsgQyyBB https://t.co/VshWiUq3cu,-0.7845,47,1018261384767922178,0.365,0.635,0.0
@CNN,2018-07-14 22:15:57+00:00,Haiti's Prime Minister resigns amid violent and deadly protests sparked by a proposed plan to raise fuel prices… https://t.co/sUgt4m3jvl,-0.7964,48,1018257818946850816,0.351,0.649,0.0
@CNN,2018-07-14 22:00:27+00:00,Los Angeles Mayor Eric Garcetti says the Trump administration created its own immigration problems by enacting a so… https://t.co/rx5m03cK0T,-0.1779,49,1018253920328671233,0.13,0.773,0.097
@CNN,2018-07-14 21:45:05+00:00,A UK court ruling could catapult this 30-year-old from Iraq back to a life of fear and persecution… https://t.co/tEoJMvS4B4,-0.4939,50,1018250052035399686,0.167,0.833,0.0
@CNN,2018-07-14 21:30:12+00:00,Woman survives 7 days after SUV plunges off cliff in Big Sur https://t.co/RDcbCUbk5f https://t.co/LkhIi8regP,0.0,51,1018246307142684672,0.0,1.0,0.0
@CNN,2018-07-14 21:15:04+00:00,"Microsoft wants regulation of facial recognition technology to limit ""abuse"" https://t.co/yrZtyqQjay https://t.co/culUmiMr8T",0.0,52,1018242500304232450,0.0,1.0,0.0
@CNN,2018-07-14 21:00:03+00:00,Have you ever noticed a large concrete arrow in your travels across America? They point the way to an intriguing us… https://t.co/e9ldIc2EyE,0.0,53,1018238719323754497,0.0,1.0,0.0
@CNN,2018-07-14 20:45:06+00:00,Russian President Vladimir Putin looms for President Trump after reality-bending visit with US allies… https://t.co/VBK1cCMRVK,-0.1531,54,1018234956395499520,0.103,0.897,0.0
@CNN,2018-07-14 20:30:09+00:00,"McDonald's pulls salads from 3,000 restaurants after parasite sickens dozens https://t.co/ZCsfrNPFHV https://t.co/GJbNdy1nf7",-0.4588,55,1018231195799379969,0.214,0.786,0.0
